Product,Overall Rating,Review
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...No battery issues. Performance is fine. Camera is okayish not that great. But it doesn't lag and that's great.READ MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...mobile  my Life Sound quality is not good Camera quality is not good Slowness issue If you decide to buy a newREAD MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...Camera quality equal to 4 megapixelDisplay quality very very poorREAD MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...expect much. Good speakerGood displayBack camera is perfect. No transparent case available.READ MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...to be good compared to the price I paid. The camera quality is really good. Overall design and display feels good tooREAD MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...are giving richy look to the Phone.. 🤩Rating as per my Usage is :Self Camera  - 3/5Rear Camera - 4/5Battery            - 4/READ MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,"...seems a little slow considering 4 GB RamCamera is pathetic , not even close to 50 megapixelBuild quality is very poor, back panel ofREAD MORE"
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,"...The camera performs well in good lighting, capturing sharp and vibrant images, although low-light performance could be improved.READ MORE"
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...I thinking this phone camera is 108 ampere plus So he is very goodREAD MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,"...Overall phone is amazing, but it doesn't have a pro mode in camera.READ MORE"
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...bad phone.Plz buy other brand mobile.Camera quality very low.READ MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,"...money2. Battery average3. Processer worst4. Camera average5. Touch screen WorstMajor point, mostREAD MORE"
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...Worst camera quality.READ MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...Good product.Nice build quality.Camera quality badOverall goodREAD MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...Camera clarity not good...very poorREAD MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...Alll over mobile is good but camera 📸 is average5g coverage is very gooREAD MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...This phone return policy is not availableCamera quality very poore Video quality seeing blour typesREAD MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...8 H Overall ok good camera Display also okREAD MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...with 5G connectivity in this price range. Camera quality is a little bit low than expected. Overall product is good except camera inREAD MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,"...Overall the mobile is good but the camera is a disappointment, especially the front cameraREAD MORE"
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...No battery issues. Performance is fine. Camera is okayish not that great. But it doesn't lag and that's great.READ MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...mobile  my Life Sound quality is not good Camera quality is not good Slowness issue If you decide to buy a newREAD MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...Camera quality equal to 4 megapixelDisplay quality very very poorREAD MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...expect much. Good speakerGood displayBack camera is perfect. No transparent case available.READ MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...to be good compared to the price I paid. The camera quality is really good. Overall design and display feels good tooREAD MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...are giving richy look to the Phone.. 🤩Rating as per my Usage is :Self Camera  - 3/5Rear Camera - 4/5Battery            - 4/READ MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,"...seems a little slow considering 4 GB RamCamera is pathetic , not even close to 50 megapixelBuild quality is very poor, back panel ofREAD MORE"
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,"...The camera performs well in good lighting, capturing sharp and vibrant images, although low-light performance could be improved.READ MORE"
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...I thinking this phone camera is 108 ampere plus So he is very goodREAD MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,"...Overall phone is amazing, but it doesn't have a pro mode in camera.READ MORE"
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...bad phone.Plz buy other brand mobile.Camera quality very low.READ MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,"...money2. Battery average3. Processer worst4. Camera average5. Touch screen WorstMajor point, mostREAD MORE"
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...Worst camera quality.READ MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...Good product.Nice build quality.Camera quality badOverall goodREAD MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...Camera clarity not good...very poorREAD MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...Alll over mobile is good but camera 📸 is average5g coverage is very gooREAD MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...This phone return policy is not availableCamera quality very poore Video quality seeing blour typesREAD MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...8 H Overall ok good camera Display also okREAD MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...with 5G connectivity in this price range. Camera quality is a little bit low than expected. Overall product is good except camera inREAD MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,"...Overall the mobile is good but the camera is a disappointment, especially the front cameraREAD MORE"
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...No battery issues. Performance is fine. Camera is okayish not that great. But it doesn't lag and that's great.READ MORE
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)  (4 GB RAM)",4.2,...mobile  my Life Sound quality is not good Camera quality is not good Slowness issue If you decide to buy a newREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,"...Camera wise,, pixel is known for camera quality and AI features.READ MORE"
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,"...Decent smartphone, but camera clarity was very less,  camera clarity look like 2015-16 modelREAD MORE"
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...the current position while navigating.4) camera: quality not a stepup from 7aREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...1. Pixel always stands out when it comes to a camera.2. 7yrs  update. 3. Fast charging is notREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...to charge more than one hour. I hate it. The camera quality is good.Overall experience is good but phone chargingREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,"...Camera captures great, however in low light it's not upto mark overall good.READ MORE"
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...The camera is top notch for a Google pixel as the picture quality till 8x resolution is still clear and visible.READ MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...amount in surfing net and while charging..camera is awesome..pure Android update will be available forREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,"...1. Camere cant be compared to iphone or even basic samsung, oppo or any other mobile makers , the camera is worst.READ MORE"
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...is very slow  compared to other phones. The camera is very good. The UI is awesome. If you want to try aREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...around 1 hour from 0-100% of battery level.3. Camera is pro4. Performance is greatGo for it withoutREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Display brightness.2. Has 120hz display.3. Camera.4. Software 5. Sound is loud and clearREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Awesome camera. Feels good in hand. Better perfomer thanREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Good for moderate user. Camera is excellent.READ MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Everything is good except the elfie camera.. i didn't like the front camera.. selfiesREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...The camera is not up to par with the standards set by other Pixel phones.READ MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,"...it. Super fast and smooth performance. Camera and Videos are top notch. There is no front flash, it would have beenREAD MORE"
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Camera not goodBattery drained fastCharging slowREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Amazing camera Good battery Great displayREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,... Good battery backup for normal usersExcellent cameraSmooth functioning Overall very good atREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,"...Camera wise,, pixel is known for camera quality and AI features.READ MORE"
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,"...Decent smartphone, but camera clarity was very less,  camera clarity look like 2015-16 modelREAD MORE"
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...the current position while navigating.4) camera: quality not a stepup from 7aREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...1. Pixel always stands out when it comes to a camera.2. 7yrs  update. 3. Fast charging is notREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...to charge more than one hour. I hate it. The camera quality is good.Overall experience is good but phone chargingREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,"...Camera captures great, however in low light it's not upto mark overall good.READ MORE"
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...The camera is top notch for a Google pixel as the picture quality till 8x resolution is still clear and visible.READ MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...amount in surfing net and while charging..camera is awesome..pure Android update will be available forREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,"...1. Camere cant be compared to iphone or even basic samsung, oppo or any other mobile makers , the camera is worst.READ MORE"
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...is very slow  compared to other phones. The camera is very good. The UI is awesome. If you want to try aREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...around 1 hour from 0-100% of battery level.3. Camera is pro4. Performance is greatGo for it withoutREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Display brightness.2. Has 120hz display.3. Camera.4. Software 5. Sound is loud and clearREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Awesome camera. Feels good in hand. Better perfomer thanREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Good for moderate user. Camera is excellent.READ MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Everything is good except the elfie camera.. i didn't like the front camera.. selfiesREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...The camera is not up to par with the standards set by other Pixel phones.READ MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,"...it. Super fast and smooth performance. Camera and Videos are top notch. There is no front flash, it would have beenREAD MORE"
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Camera not goodBattery drained fastCharging slowREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Amazing camera Good battery Great displayREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,... Good battery backup for normal usersExcellent cameraSmooth functioning Overall very good atREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,"...Camera wise,, pixel is known for camera quality and AI features.READ MORE"
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,"...Decent smartphone, but camera clarity was very less,  camera clarity look like 2015-16 modelREAD MORE"
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...the current position while navigating.4) camera: quality not a stepup from 7aREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...1. Pixel always stands out when it comes to a camera.2. 7yrs  update. 3. Fast charging is notREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...to charge more than one hour. I hate it. The camera quality is good.Overall experience is good but phone chargingREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,"...Camera captures great, however in low light it's not upto mark overall good.READ MORE"
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...The camera is top notch for a Google pixel as the picture quality till 8x resolution is still clear and visible.READ MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...amount in surfing net and while charging..camera is awesome..pure Android update will be available forREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,"...1. Camere cant be compared to iphone or even basic samsung, oppo or any other mobile makers , the camera is worst.READ MORE"
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...is very slow  compared to other phones. The camera is very good. The UI is awesome. If you want to try aREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...around 1 hour from 0-100% of battery level.3. Camera is pro4. Performance is greatGo for it withoutREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Display brightness.2. Has 120hz display.3. Camera.4. Software 5. Sound is loud and clearREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Awesome camera. Feels good in hand. Better perfomer thanREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Good for moderate user. Camera is excellent.READ MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Everything is good except the elfie camera.. i didn't like the front camera.. selfiesREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...The camera is not up to par with the standards set by other Pixel phones.READ MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,"...it. Super fast and smooth performance. Camera and Videos are top notch. There is no front flash, it would have beenREAD MORE"
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Camera not goodBattery drained fastCharging slowREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Amazing camera Good battery Great displayREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,... Good battery backup for normal usersExcellent cameraSmooth functioning Overall very good atREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,"...Camera wise,, pixel is known for camera quality and AI features.READ MORE"
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,"...Decent smartphone, but camera clarity was very less,  camera clarity look like 2015-16 modelREAD MORE"
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...the current position while navigating.4) camera: quality not a stepup from 7aREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...1. Pixel always stands out when it comes to a camera.2. 7yrs  update. 3. Fast charging is notREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...to charge more than one hour. I hate it. The camera quality is good.Overall experience is good but phone chargingREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,"...Camera captures great, however in low light it's not upto mark overall good.READ MORE"
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...The camera is top notch for a Google pixel as the picture quality till 8x resolution is still clear and visible.READ MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...amount in surfing net and while charging..camera is awesome..pure Android update will be available forREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,"...1. Camere cant be compared to iphone or even basic samsung, oppo or any other mobile makers , the camera is worst.READ MORE"
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...is very slow  compared to other phones. The camera is very good. The UI is awesome. If you want to try aREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...around 1 hour from 0-100% of battery level.3. Camera is pro4. Performance is greatGo for it withoutREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Display brightness.2. Has 120hz display.3. Camera.4. Software 5. Sound is loud and clearREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Awesome camera. Feels good in hand. Better perfomer thanREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Good for moderate user. Camera is excellent.READ MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Everything is good except the elfie camera.. i didn't like the front camera.. selfiesREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...The camera is not up to par with the standards set by other Pixel phones.READ MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,"...it. Super fast and smooth performance. Camera and Videos are top notch. There is no front flash, it would have beenREAD MORE"
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Camera not goodBattery drained fastCharging slowREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,...Amazing camera Good battery Great displayREAD MORE
"Google Pixel 8a (Bay, 128 GB)  (8 GB RAM)",4.3,... Good battery backup for normal usersExcellent cameraSmooth functioning Overall very good atREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Front camera average. Back camera good. Night view camera is asomeREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,"...Front camera quality not up to 32MP, feel sad for customers who are looking for selfie or VC.READ MORE"
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,"...Phone good, camera quality superbREAD MORE"
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Vloger don't Sue's (take) this infinix mobile camera quality very very bad.READ MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Display goodSounds quality goodCamera quality averagePhone heating issueBattery drain issueREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...faster as compair to other 5000 mah device2. Rear camera is averagePro1. Display quality is super2. PerformanceREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...I compared camera quality with other realme and oppo phones but Infinix note 40 gives a better picture.READ MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Everything is good but camera quality are average.READ MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...slot and wireless charging is impressive. Camera quality is above average only. Maybe future updates will fix it. DisplayREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Camera quality is excellent. Magnetic charger add more Watts. Size andREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Very amazing mobile n camera quality superbREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Average product camera average so big mobile Take moto g85 mobile exlentREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Camera quality is not good. Overall phone is very good.READ MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,"...Although this phone is very good, let's talk about the camera.READ MORE"
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Good design2. Wireless chargingCons1. Camera not upto the mark2. Battery draining very fast and by itselfREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...enhancement.Opinion in my point of view :-(After usage 81 days)Camera Result : GoodBattery : 1 Day battery backup on normalREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Camera note good... More improve camera set up.. 108mp wasteREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Back camera not as discribed. Front camera is good also Magnetic chargerREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Camera is averageDisplay is goodOverall good phone in 15000READ MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Very very nice photo and cameraREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Front camera average. Back camera good. Night view camera is asomeREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,"...Front camera quality not up to 32MP, feel sad for customers who are looking for selfie or VC.READ MORE"
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,"...Phone good, camera quality superbREAD MORE"
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Vloger don't Sue's (take) this infinix mobile camera quality very very bad.READ MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Display goodSounds quality goodCamera quality averagePhone heating issueBattery drain issueREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...faster as compair to other 5000 mah device2. Rear camera is averagePro1. Display quality is super2. PerformanceREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...I compared camera quality with other realme and oppo phones but Infinix note 40 gives a better picture.READ MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Everything is good but camera quality are average.READ MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...slot and wireless charging is impressive. Camera quality is above average only. Maybe future updates will fix it. DisplayREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Camera quality is excellent. Magnetic charger add more Watts. Size andREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Very amazing mobile n camera quality superbREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Average product camera average so big mobile Take moto g85 mobile exlentREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Camera quality is not good. Overall phone is very good.READ MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,"...Although this phone is very good, let's talk about the camera.READ MORE"
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Good design2. Wireless chargingCons1. Camera not upto the mark2. Battery draining very fast and by itselfREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...enhancement.Opinion in my point of view :-(After usage 81 days)Camera Result : GoodBattery : 1 Day battery backup on normalREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Camera note good... More improve camera set up.. 108mp wasteREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Back camera not as discribed. Front camera is good also Magnetic chargerREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Camera is averageDisplay is goodOverall good phone in 15000READ MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Very very nice photo and cameraREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Front camera average. Back camera good. Night view camera is asomeREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,"...Front camera quality not up to 32MP, feel sad for customers who are looking for selfie or VC.READ MORE"
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,"...Phone good, camera quality superbREAD MORE"
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Vloger don't Sue's (take) this infinix mobile camera quality very very bad.READ MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Display goodSounds quality goodCamera quality averagePhone heating issueBattery drain issueREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...faster as compair to other 5000 mah device2. Rear camera is averagePro1. Display quality is super2. PerformanceREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...I compared camera quality with other realme and oppo phones but Infinix note 40 gives a better picture.READ MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Everything is good but camera quality are average.READ MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...slot and wireless charging is impressive. Camera quality is above average only. Maybe future updates will fix it. DisplayREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Camera quality is excellent. Magnetic charger add more Watts. Size andREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Very amazing mobile n camera quality superbREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Average product camera average so big mobile Take moto g85 mobile exlentREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Camera quality is not good. Overall phone is very good.READ MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,"...Although this phone is very good, let's talk about the camera.READ MORE"
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Good design2. Wireless chargingCons1. Camera not upto the mark2. Battery draining very fast and by itselfREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...enhancement.Opinion in my point of view :-(After usage 81 days)Camera Result : GoodBattery : 1 Day battery backup on normalREAD MORE
"Infinix Note 40 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,...Camera note good... More improve camera set up.. 108mp wasteREAD MORE
